mem_id,trans_id,similar_trans,desc,date_diff,date_var,amt,cat,discret,sub,label
1.00E+15,1.00E+16,1.00E+16,detailspaymenttohootsuitecb,12.86,NA,0,Credit Card Payments,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396523813100|10008396561372900|10008396595640600,ackerman,4.29,0.08,0,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396723201700|10008396746716400|10008396746713700,eonmobilnewtonhighlamacard,1.62,7.86,0.07,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,labrasaplantation,0.29,NA,0,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,yardhouseaddisont,15.57,NA,1.96,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396712580100|10008396712580000|10008396712580000|10008396712578900|10008396712578900|10008396713776200|10008396720007800|10008396732586000|10008396734827500|10008396736388000|10008396736388000|10008396739705100|10008396746571500|10008396754652700|10008396754652700|10008396759116100|10008396782643100|10008396786442400|10008396786442400|10008396786442400|10008396788025900|10008396789462400|10008396794403100|10008396838244800|10008396838244800|10008396840349200|10008396840349800|10008396840349200|10008396840349200|10008396844385800|10008396844385800|10008396842013500|10008396844385800|10008396849695800|10008396854192000|10008396858539500|10008396896101400|10008396896101500|10008396896101300|10008396906084800|10008396906084800|10008396906084800|10008396906084800|10008396906084800|10008396906084800|10008396906084800|10008396910027300|10008396910027300|10008396910027300|10008396915400900,deposittransferfrom,0.35,0.46,774.84,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004273114700|10000004273165400|10000004273669000,recurringpaymentauthorizedonubercascard,0.9,0.76,5.73,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812385374700|10002812389853700|10002812394958500,preauthorizeddepositfromcitibanknacheckingaccount,1,0,0,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396744644600|10008396744644600|10008396815827500|10008396815827500|10008396854519700|10008396854519700,riamoneytransfercusttransppdid,2.17,6.31,241.35,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,rochestervaleraddisontownsmi,11.71,NA,0.04,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812256948300|10002812262141600|10002812261218400,wwwalcatrazislandticktx,0,0,0,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396789659500|10008396837702600|10008396894379700,checkcardpurchasegettyimageswa,4.33,0.09,0.26,Checks,FALSE,TRUE,1
9.71E+17,4.87E+18,4866331834834580000|4866331835004460000|4866331835199120000|4866331835404380000,draftwithdrawalachaawwebbankcardpayment,3.5,2.51,0.04,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812391900500|10002812409801700|10002812431996500,pospurchappriverparaflappriverparaus,4.29,0.06,2.56,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+18,1000137223194960000|1000137223194960000|1000137223341620000,checkcardautoquestinternationahoustont,0.52,0.25,70.78,Uncategorized,FALSE,TRUE,0
1.00E+15,1.00E+16,10008396745242600|10008396789335200,purchaseauthorizedonwalmartsupercentereastlampeterpapcard,2,4.94,10.72,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004273449900|10000004273542600|10000004273595300,poseleven,0.19,0.01,0.25,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270135900|10000004271509600|10000004272910400|10000004274122500,detpubtvdptvachppdidd,4.29,0.1,0,Uncategorized,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331834955780000|4866331835128650000|4866331835311850000|4866331835488280000,draftwithdrawalachawebpaypalecheck,4.14,0.08,55.98,ATM/Cash Withdrawals,FALSE,FALSE,0
1.61E+18,-4.92E+18,-4.92E+18,acctcnfrmbankofamericaposachcredit,0,NA,0.06,Other Income,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,shelloldsaybrookct,0.57,NA,0.21,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396701816400|10008396741924700|10008396793727600|10008396844047000|10008396901322400,customerwithdrawalimage,3.4,2.6,81.07,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,eastwashingtonoctopumadisonwi,0,NA,2.49,Uncategorized,FALSE,FALSE,0
9.71E+17,4.87E+18,4.87E+18,draftwithdrawalstatefarmilustrace,7.71,NA,0.01,Insurance,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396525611700|10008396543970100,paypalsavvyauthorcausa,4.5,8.58,99.66,Other Expenses,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,walmartmeridianidusa,4,NA,92.64,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,capitaloneautopaypymtauthdatemar,4.43,NA,0,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,fromsharerefrsclpmortgage,0,NA,0,Mortgages,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812359285300|10002812365458800|10002812366863800|10002812367210400,subwayharlingencarddebitcardpurchase,0.61,0.45,1.46,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10012356547324600|10012356604052700,autoglasscentertusa,4.36,15.52,239.44,Automotive Expenses,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396740258500|10008396801253600|10008396820113000|10008396854291100,thorntonsqnapervilleil,3,1.99,3.97,Gifts,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331835010010000|4866331835191100000|4866331835380400000,hattorihanzoshearsca,4.29,0.08,0,Uncategorized,FALSE,FALSE,0
1.61E+18,-4.92E+18,-4.92E+18,maribelmelendi,4.43,NA,0,Uncategorized,FALSE,FALSE,1
1.00E+15,1.00E+16,10000004269543100|10000004270860600|10000004272487000|10000004272355000|10000004272487000|10000004273542600,fidelityfprsdanielobrien,2.86,4.96,0,Uncategorized,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,anglanglsantamonicmenswomensclothng,6.29,NA,2.76,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,postransactionpccnaturalmarketswaus,0,NA,0,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396712580000|10008396825388200|10008396849695800|10008396906084800,creditamazoncomrefundamazoncomseattlewaus,3.96,18.67,53.19,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396784479800|10008396903969700|10008396906650900,purchaseauthorizedonmcdonaldsfrustburgvascard,3.76,25.64,0.13,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396771881100|10008396829066700,experianfreecredrca,4.21,0.09,0,Online Services,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396544554700|10008396539142600|10008396557186400|10008396557870700,pollotropical,2.14,6.9,1.44,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396189466100|10008396528480400|10008396203132500|10008396204157800,eonmobilmorelessmadisongaservicestationswithorwithoutancillaryservices,2.11,5.54,1.72,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268301300|10000004268429000|10000004268645500|10000004268645500|10000004268756800|10000004268950200|10000004269222300|10000004269643100|10000004269754400|10000004270618500|10000004270728300|10000004271194100|10000004271257900|10000004272442600|10000004272572200|10000004272572300|10000004272859700|10000004272910400,purchaseauthorizedoncvsupaloaltocapcard,0.84,0.8,6.4,Healthcare/Medical,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,thelodgebargrillkeegoharbormi,18,NA,2.32,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396690071300|10008396697420900|10008396698067300|10008396699575200|10008396698067300|10008396704989500|10008396707181400|10008396711210200|10008396710173900|10008396713211500|10008396713306700|10008396721105100|10008396726323100|10008396724691500|10008396726323100|10008396729268000|10008396730798100|10008396730798100|10008396734385400|10008396741470900|10008396738390200,keepthechangetransfertoacctfor,0.21,0.08,0.34,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396564199900|10008396574047100,luckysnystylepizzagausa,4.36,20.66,0.6,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,skampapizzacambridgemacard,0,NA,0,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004267952700|10000004267971500,shustercapitalone,0.07,0.01,675,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268301200|10000004268348000|10000004268645200|10000004269082100|10000004269542900|10000004269542900|10000004269874100|10000004269945200|10000004270135800|10000004270135800|10000004270502800|10000004270618400|10000004270860400|10000004271194000|10000004271469500|10000004271782300|10000004272294400|10000004272439100|10000004272859600|10000004273493600|10000004273668900|10000004273938000|10000004274116800,checkcardaplitunescombillca,0.84,0.32,15.28,Entertainment,FALSE,TRUE,0
1.00E+15,1.00E+16,10008396475567200|10008396475567200|10008396482392500|10008396485082300|10008396492578200|10008396492578200|10008396492578200|10008396503905400|10008396520305600|10008396553062800|10008396556095500|10008396559315700|10008396564698400|10008396564698400|10008396568654500|10008396571197100|10008396574981800|10008396590737800,piloteloyazusa,0.83,1.12,2.37,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,10012356788412100|10012356788412100,depositdividendindexrate,0,0,0.09,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004272859600|10000004273245800|10000004273245800,selectivevideoiimadisonwi,5.43,67.18,44.2,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396485933700|10008396485933700|10008396489357200,embassysuitesraleicarylodging,0.38,0.13,297.8,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396706092400|10008396765624400|10008396765624400|10008396784736300|10008396907707100,atmcheckdepositwparkerrdplanot,3.31,18.39,1296.78,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269874000|10000004271193900|10000004272938400|10000004273898200,madisongasandpppdidm,4.29,0.79,5.92,Utilities,FALSE,FALSE,1
1.00E+15,1.00E+16,10000004269543000|10000004270038100|10000004270135800|10000004270135800|10000004271194100|10000004271194100|10000004271509800|10000004272504700|10000004272504700|10000004272721000|10000004272721000|10000004272767800|10000004272954500|10000004273898100|10000004273898100,cabipaymentppdid,0.9,1.31,478.95,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,spartanbookstoreeastlansingmi,1.14,NA,116.71,Hobbies,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331834703330000|4866331834704160000|4866331834704890000|4866331834703780000,storepurchasemcdonaldsmofca,0,0,0,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedontstarbucksllosangelescascard,0,NA,0,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,preauthorizationfiveguyspending,0,NA,0,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,blkamerheartassocca,0.29,NA,0,Charitable Giving,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004273401300|10000004274122300,atmwithdrawalmilw,8,62.08,47.69,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270135800|10000004271509800|10000004272910400|10000004274122400,volkswagencredipppdidm,4.11,0.02,0,Automotive Expenses,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,mbnabusinessppp,3.86,NA,10,Business Miscellaneous,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396522342100|10008396552318700|10008396589212800,interestchargecashadvances,4.29,0.06,0.13,Interest,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,atmwithdrawalnc,0,NA,147.27,ATM/Cash Withdrawals,FALSE,FALSE,0
9.71E+17,4.87E+18,4.87E+18,monthlyinterestpaid,4,NA,0,Interest,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812368282700|10002812389806200|10002812408193300,internetdepositfromsharebuilderindividual,3,6.31,4.03,Deposits,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331835124000000|4866331835124000000|4866331835259130000|4866331835486790000,lazymoonpizzaorlandoflmcc,3.07,4.96,4.87,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396488750500|10008396500864300|10008396535257500|10008396568847300|10008396604999500,purchasefinancecharge,3.4,1.8,25.96,Service Charges/Fees,FALSE,FALSE,0
1.00E+15,1.00E+18,1000137223160000000|1000137223160000000|1000137223160000000|1000137223160000000|1000137223160000000|1000137223160000000|1000137223160000000|1000137223160000000|1000137223160000000|1000137223642740000|1000137223642740000,pncbankindianwithdrwlsscatterfldandersonin,1.09,3.87,216.32,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,dunkinqwestbrookctusa,0.29,NA,0,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812224258100|10002812224258100|10002812226726000|10002812226726000|10002812226726000|10002812229239400|10002812231642100|10002812232986000|10002812232986900|10002812232986900|10002812232986900|10002812232986900|10002812232986000,capitalonemobilepymtauthdatefeb,0.24,0.16,106.56,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396494688600|10008396498913700|10008396501116200|10008396501116200|10008396511026500|10008396513093500|10008396513093500|10008396513093500|10008396515437900|10008396516977400|10008396518896500|10008396518896500|10008396525939500|10008396528446000|10008396531170500|10008396532132800|10008396550047600|10008396552589800|10008396554547500|10008396557805500|10008396557805500|10008396560987300|10008396563520800|10008396568541500|10008396574842100|10008396575773400|10008396587801100|10008396587801100|10008396592434200|10008396592434200|10008396602088200|10008396602088200|10008396602088200|10008396605202300|10008396614842300,krogernewarkoh,0.42,0.23,15.26,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10012356891628300|10012356904602200,interestpayment,4.36,0.09,0.41,Interest,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,branchdeposit,3.57,NA,1262.63,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396756727300|10008396805725700|10008396860064200|10008396911902700,esurancedesinsuranceidindncoid,4.25,0.11,0.22,Insurance,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,starbucksdallasdallasga,1.29,NA,2.49,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396604901300|10008396607816400,aplitunescombillca,1.71,4.94,2.53,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396718259500|10008396725054800|10008396728629800|10008396751194900|10008396757867500|10008396768314400|10008396768313400|10008396768314400|10008396773200900|10008396777515600|10008396777515600|10008396798678700|10008396854698400|10008396857007100|10008396867779900|10008396888148400|10008396888148400|10008396895568900|10008396901320300|10008396919826100|10008396924968500|10008396928152400,checkcardcarlsjrsanjoseca,0.84,1.08,1.13,Restaurants/Dining,FALSE,TRUE,0
1.00E+15,1.00E+16,10008396712580200|10008396712580200|10008396712581300|10008396712580100|10008396712580000|10008396734827500|10008396734827500|10008396734827500|10008396743044900|10008396786442400|10008396786442400|10008396786442400|10008396794403100|10008396840349200|10008396840349800|10008396840349200|10008396842013500|10008396854192000|10008396896101500|10008396896101400|10008396896101500|10008396896101400|10008396906084800,deposittransferfromscheduledrecurringtransfer,0.78,1.45,70.1,Deposits,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,cvspharmacyannarbormi,7.14,NA,28.72,Healthcare/Medical,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,billpaymentwithdrawalanntaylorloft,4,NA,0,Other Bills,FALSE,FALSE,1
1.00E+15,1.00E+16,10000004268645200|10000004269040200|10000004269331500|10000004270258900|10000004271312200|10000004272294600|10000004273542500,checkcardpinksthebeautyboutiqseattlewa,2.45,1.47,2.73,Clothing/Shoes,FALSE,TRUE,0
1.00E+15,1.00E+16,10002812379628000|10002812397365100|10002812403346300|10002812422246500,firstprogressmobilebillpay,3.25,1.99,3.94,Other Bills,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,stampssuperburgersbyramms,0.71,NA,0.13,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270100100|10000004271509800|10000004272859900,divinechildfactswebid,4.29,0.06,0,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004273081600|10000004272965200,bankwiredeposit,7.36,51.44,296.26,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,traderjoespurchasetraderjoesrochesterhlsmi,1.71,NA,15.9,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396569538000|10008396570750700,familydollar,3.21,18.87,15.71,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004273458400|10000004273458300|10000004273588100,debitcardwithdrawalmarathonpetrograndvillemicard,2.1,2.7,20.24,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812217732300|10002812226068300|10002812230868000|10002812235543900|10002812236587100|10002812241607100,freshiimichiganave,1.6,0.48,0.75,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270503000|10000004271730800,eonmobillivoniami,1.79,6.38,12.51,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,efttranswebfiletapymtdd,12.71,NA,20.33,Taxes,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,circlekpurchasewftlowellrdtucsonaz,0,NA,0,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,smdwntwnstruct,1.57,NA,0,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,autoownersinspremfebppd,0,NA,191.2,Insurance,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396534082300|10008396550082500,costcowhseduluth,3.29,3.31,0.61,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396512565000|10008396526938200|10008396529443800|10008396555098100|10008396568156200|10008396593536100|10008396603162300,paymentreceivedsuntrustbank,1.94,1.08,288.17,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396460712700|10008396460712700,officedepotduluthretail,0,0,20.56,Office Supplies,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396718792000|10008396718792000|10008396730370300|10008396754066200|10008396758762200|10008396771881100|10008396853763600|10008396853763600|10008396592434200|10008396598318400|10008396905067200|10008396928673000,rhirestocwca,1.5,3.55,1434.5,Restaurants/Dining,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331834709300000|4866331834710150000|4866331834709040000|4866331834709060000,storepurchasemcdonaldsf,0,0,0,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396755227400|10008396776130400|10008396803739500|10008396819210700|10008396821395600|10008396842207500|10008396843672200|10008396846334400|10008396851649800|10008396853092300|10008396861295500|10008396861510500|10008396881860100|10008396889337400|10008396893939700|10008396915788300|10008396919718500,starbucksmismissionviejoca,0.84,0.52,1.31,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812214194200|10002812214354200|10002812222864900|10002812229335100|10002812255357500|10002812260857500|10002812262112400|10002812263711700|10002812263711700|10002812271307100,uspsguttenberg,1.81,6.12,6.73,Postage and Shipping,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,ewithdrawalcompassionintl,4.71,NA,0,Charitable Giving,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396770845100|10008396874157700|10008396820598100|10008396823375800|10008396878999500|10008396879189400,nationalgridgas,1.45,5.11,0,Utilities,FALSE,FALSE,1
1.00E+15,1.00E+16,10002812402153500|10002812442953700,otherdecreasejanadtsecurityseradtpapach,8.57,0,0,Home Maintenance,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,apovinigrillclawsonmi,18.86,NA,4.72,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268527800|10000004269222200|10000004269874100,kensingtoncommudesidpindncoid,2.19,0.05,0,Charitable Giving,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedontoryburchpaloalcascard,0.14,NA,111.77,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,totaldefensecomsoftwarejj,2,NA,0,Electronics,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,indianspringsresorthot,0,NA,0,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270618500|10000004270728300|10000004272572300,purchaseauthorizedonarcomountainviewcapcard,2.52,6.95,0.73,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,walgreensdearbornheigmi,0,NA,6.96,Healthcare/Medical,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812226169400|10002812238942700|10002812253773700|10002812268939700,interestchargepurchases,4.39,0.13,4.3,Interest,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396802790300|10008396808970200,nonchaseatmwithdrawsun,1.07,0.83,0,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004271509800|10000004272486900,purchaseauthorizedonfuddruckersdublincascard,4,32,1.1,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchasereturnauthorizedonregalcinemashacidublincascard,0,NA,0,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396754691300|10008396795180700|10008396846235400|10008396846235400|10008396902555600,interest,3.43,3.72,0.06,Interest,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,republicservicesrsibillpaywebid,12.86,NA,0.01,Other Bills,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,panerabreadlivoniami,16.14,NA,0.25,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812363138200|10002812374658700|10002812385270800|10002812393414100|10002812402316400|10002812412443100|10002812422121100|10002812434032100|10002812442353500,efttransraymondjamesbrokerage,2.11,0.05,0,Securities Trades,FALSE,FALSE,1
1.00E+15,1.00E+16,10000004270502800|10000004270971800|10000004271193900,nyctailongiscityny,2.9,10.97,0.33,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonsqmedicalspringspringfieldtnjscard,0.14,NA,11.67,Healthcare/Medical,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396507726500|10008396539748700|10008396572605300|10008396609375200,linkedinlinkedincosubscription,4.29,0.04,0,Online Services,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396737366500|10008396766306000|10008396788583400|10008396816502200|10008396839030500|10008396863149200|10008396894668800|10008396918349600,allyallypaymtiwebid,2.12,0.03,0.95,Credit Card Payments,FALSE,FALSE,1
1.61E+18,-4.92E+18,-4920644460153570000|-4920644460146320000|-4920644459987360000|-4920644459820650000|-4920644459818590000|-4920644459610480000|-4920644459587750000|-4920644459421100000|-4920644459374670000|-4920644459340070000|-4920644459340070000,creditcardbarclaycardusinternetpayment,1.71,3.58,627,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10000004269222100|10000004270502800|10000004271894700|10000004273315300,transfertochk,4.25,0.03,0,Transfers,FALSE,FALSE,1
1.00E+15,1.00E+16,10002812265516400|10002812262141600|10002812261218400,alcatrazcruisesca,0,0,0,Travel,FALSE,FALSE,0
9.71E+17,-8.74E+18,-8736738853237980000|-8736738853213840000|-8736738853190800000,aolservice,4.24,0.05,0.13,Online Services,FALSE,FALSE,1
1.00E+15,1.00E+16,10000004271782400|10000004271782400,wholefdsjknjacksonms,0.29,0.16,6.34,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270135900|10000004273120200,purchasewithcashbackauthorizedontargetttargettdublincapcard,6.93,8.58,176.64,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270219900|10000004273169500,honeybeemarketlacdetroitmi,6.57,11.8,10.24,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396751445500|10008396814101900|10008396820114100|10008396866759200,krogerdacworthdallasga,3.36,4.03,24.46,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,achdepositaaainsurancetypepremrefidcoaaainsuranceachtracenumber,0,NA,236.59,Insurance,FALSE,FALSE,0
9.71E+17,4.87E+18,4.87E+18,draftwithdrawalcollinsdentalwinterspringflustrace,4.86,NA,5.56,ATM/Cash Withdrawals,FALSE,FALSE,0
1.61E+18,-2.34E+18,-2.34E+18,mcdonaldsmofflmiamifl,1.57,NA,1.44,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004271509800|10000004271633200|10000004271998300|10000004271894900|10000004273204600|10000004273245900|10000004273498500|10000004273938200|10000004274122400,webtfrfrom,2.05,10.38,1067.68,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,paypaldesinstferidavosbornindncoidpayp,4.57,NA,0,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,campusbookstorstudmissionviejoca,0.29,NA,5.41,Hobbies,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269945200|10000004272487000|10000004271257900|10000004272667100|10000004273844400,purchaseauthorizedonmvelopesutscard,3.43,3.81,0,Online Services,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,nsfreturneditemfeeforactivityofcheck,5.14,NA,0,Service Charges/Fees,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396791799100|10008396817758300|10008396838355900|10008396843732200|10008396852184300|10008396856872500|10008396875794500|10008396877626600|10008396882951700|10008396882951700|10008396888474500|10008396893132700|10008396896394900|10008396900090000|10008396903969700|10008396906650900|10008396906650900|10008396914295900|10008396919157000|10008396922197800|10008396922197800,purchaseauthorizedonharristeeterraleighncpcard,0.52,0.34,24.14,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396725962900|10008396732441700|10008396830387100|10008396901589300,atmctwashingtonstbrightonmacard,2.07,17.16,21.25,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,poswdoreillyautopartsmidlothiantcard,0,NA,3.13,Automotive Expenses,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396712040600|10008396729547300|10008396765622400|10008396771594300|10008396798107600|10008396804073000|10008396813906000|10008396813906000|10008396821341400|10008396848264900|10008396862510800|10008396878828600|10008396891229600|10008396916559600,onlinetransferfromchktransaction,1.34,0.74,346.91,Transfers,FALSE,FALSE,0
1.61E+18,-4.92E+18,-4920644459995100000|-4920644459820650000|-4920644459631770000|-4920644459421100000,olbaccountservicefromtoofacctsoftwarefee,4.25,0.05,0,Service Charges/Fees,FALSE,FALSE,0
9.71E+17,4.87E+18,4.87E+18,marshallsmarshallsfriscot,1,NA,64.36,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396739371800|10008396793643200|10008396846682100|10008396902179500,recurringcheckcardpurchasehtlhightailca,4.36,0.06,0,Online Services,FALSE,TRUE,1
1.00E+15,1.00E+16,10008396748247300|10008396776792800|10008396804662000|10008396875150000|10008396889186600,atmwithdrawalemo,2.6,3.62,79.68,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,pospurchlibertyburgertdallaslibertyburgerus,10.57,NA,0.01,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,rpsannarbormaynrqannarbormi,2.14,NA,0.17,Travel,FALSE,FALSE,0
1.00E+15,1.00E+17,100013723565612000|100013723569384000,jackintheboqpshoustontusa,1.21,0.83,1.14,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,cvscolumbusoh,0.86,NA,0.42,Healthcare/Medical,FALSE,FALSE,0
