mem_id,trans_id,similar_trans,desc,date_diff,date_var,amt,cat,discret,sub,label
1.00E+15,1.00E+16,1.00E+16,poswithdrawaleonmobil,4.14,NA,0.42,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,checkcardkremeworksisaaquahissaquahwa,0.57,NA,0,Restaurants/Dining,FALSE,TRUE,0
1.00E+15,1.00E+16,10000004270618400|10000004270618400|10000004270618400,checkcardamericanaidallast,0,0,455.93,Travel,FALSE,TRUE,0
1.00E+15,1.00E+16,10000004273081600|10000004273081600|10000004273450000|10000004273450000|10000004273717500,achtransactionusaacompaymntlife,1.03,2.2,4.97,Insurance,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812227607300|10002812250969000|10002812258894500,walgreenschicago,3.43,13.73,59.29,Healthcare/Medical,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,vermontvalero,0.29,NA,0,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269683400|10000004270219800|10000004272497700|10000004273498500,wellsfargohomepppdidm,4.29,4.18,195.26,Mortgages,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396809820900|10008396857007100|10008396857007100|10008396910471500|10008396910471500,simplefiincdespaymentsidaebindncoid,1.6,4.8,67.85,Credit Card Payments,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004273457900|10000004273458400|10000004273458500|10000004273458500|10000004273458400,dividenddepositapyearnedto,0,0,0.14,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+18,1000137222721490000|1000137222867230000|1000137222866250000|1000137222907780000|1000137223211320000|1000137222998680000|1000137223211320000|1000137223244110000|1000137223553990000|1000137223727100000|1000137223838240000|1000137223969390000|1000137223950140000,efttransriachiatonerent,1.31,3.57,114.39,Rent,FALSE,FALSE,1
9.71E+17,4.87E+18,4866331834675940000|4866331834840130000|4866331834938580000|4866331835368190000,salatafriscofriscot,4.04,17.2,0.35,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396552572500|10008396600701100,gassouthga,5,1.47,18.85,Gasoline/Fuel,FALSE,FALSE,0
1.61E+18,-4.92E+18,-4.92E+18,rexmerevillage,3.29,NA,0,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812369298100|10002812388890400|10002812407617400|10002812428737100|10002812441850600,monthlymaintenancefee,3.4,1.39,0,Service Charges/Fees,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,gulfoildallastusa,3.14,NA,6.96,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,checkcardmcdonaldsmofflftpiercefl,1,NA,0.93,Restaurants/Dining,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,pospurchasecinemarktheatrenrichlndhlst,0,NA,6.92,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396586158000|10008396586158000|10008396878595000|10008396888279600|10008396905067600,eastontownctrparkingcolumbusoh,2.31,16.65,0,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396784971200|10008396784971200|10008396835374100|10008396892993000|10008396892993000,pospurchasewmsupercenternrichlandhit,1.86,3.92,54.84,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269290400|10000004270571000,achwithdrawalameepaymenttypeachpmtidcoameepaymentachtracenumber,4.14,0.04,0.86,Credit Card Payments,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396482823600|10008396522123700|10008396535269000|10008396587077100|10008396589701200|10008396601130600|10008396614495500|10008396620639200,aplpaywholefdswlbsantamonic,2.43,4.38,16.64,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,uberuberdjrfmb,0.14,NA,10.08,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,debitamericanepressp,4,NA,181.56,Credit Card Payments,FALSE,FALSE,1
1.61E+18,-4.92E+18,-4920644459985080000|-4920644459776870000|-4920644459605550000|-4920644459406450000,cityofsunriseutbillppdid,4.32,0.09,0.15,Other Bills,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812435696800|10002812439528600,tellerdeposit,0.5,0.5,80,Deposits,FALSE,FALSE,0
1.61E+18,-2.34E+18,-2336738853204470000|-2336738853202240000|-2336738853194010000,panerabreadplantation,0.86,0.39,11.02,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396752888500|10008396789171200|10008396794291200|10008396805959000|10008396815250100|10008396818075800,paypaltransferppdidpaypalsd,1.02,1.06,407.72,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,capitalonecrcardpmthardycordel,4.14,NA,1.15,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396768751300|10008396773605600|10008396783331600|10008396877077800|10008396895459700|10008396901888400|10008396915783800,elevensanclementeca,1.88,6.81,4.08,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270502900|10000004272572100,purchaseauthorizedonsfmtathmissiosanfranciscocascard,6.36,0.26,2.47,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,verizonwirelessbillpayment,3.86,NA,7.24,Telephone Services,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396721254200|10008396777826300|10008396777826300|10008396848265700|10008396848265700|10008396878830300|10008396878830300,inthevendorguidet,1.84,5.3,0.49,Uncategorized,FALSE,FALSE,1
9.71E+17,4.87E+18,4866331834660290000|4866331834682750000|4866331834697430000|4866331834762120000|4866331834783450000|4866331835048450000|4866331835108010000|4866331835322980000,atmcashdepositonwrosecransavecomptoncaatmidkcard,1.93,5.52,112.06,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269683500|10000004273401100,purchaseauthorizedondonutkingredwoodcitycascard,8.36,20.66,1.23,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812363253900|10002812367574300|10002812371234700|10002812376182200|10002812381066600|10002812385374700|10002812389853700|10002812394958500,pyfpreauthorizeddepositfromcitibanknacheckingaccount,1,0,0,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,checkcardpaypalyogarebel,0,NA,64.7,Other Expenses,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,achwithdrawalaaainsurancetypepremdueidcoaaainsuranceachtracenumber,0,NA,317.1,Insurance,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812224775300|10002812225657600|10002812244912500|10002812245413500|10002812245413500|10002812256202900,chickfilaaddison,1.81,5.86,2.79,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812390293000|10002812408531700|10002812431722800|10002812446012800,epaychaseinternetpayment,4,0.49,1568.31,Other Bills,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonscuaccesscardofsantaclaracascard,0,NA,0,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,cityofnewtonbrownathidcocityofnewtonacheccwebachtrace,0,NA,0,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,otherdecreasemarwfhomemtgautopay,4.57,NA,0,Mortgages,FALSE,TRUE,1
1.00E+15,1.00E+16,10000004270308900|10000004272487000|10000004271633100|10000004273120200,recurringpaymentauthorizedononstaronstarmiscard,3.25,4.75,0,Automotive Expenses,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396813012200|10008396813012200|10008396899811600,poswithdrawalnycwalwalmartstorewalwalmartstoreoldsaybrookct,3.05,9.39,37.26,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+17,100013723622416000|100013723622416000|100013723622416000|100013723629420000|100013723629420000|100013723629420000|100013723636652000|100013723660572000|100013723717521000|100013723717521000,eonmobilhoustontusa,0.86,1.71,16.24,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396517085900|10008396546141600|10008396546141600,mcdonaldsfrustburgva,2.38,4.27,1.55,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812381022400|10002812395397500|10002812404975300|10002812413120900|10002812414158300|10002812418422500|10002812423945700|10002812424681900|10002812437146200|10002812438489200|10002812438489200|10002812441263800|10002812441789800,pospurchmarketstreettmckinneymarketstreetus,1.02,1.04,26.6,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,checkcardhigherhealthchiropracbellevuewa,0,NA,25.71,Healthcare/Medical,FALSE,TRUE,0
1.00E+15,1.00E+16,10000004272531500|10000004271998500|10000004272572200|10000004272938300|10000004272954600|10000004272954600|10000004273717400|10000004273985000|10000004273984900,chaseepay,1.87,10.48,2922.6,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10000004268301200|10000004268428900|10000004269222100|10000004269222100|10000004269287200|10000004269874200|10000004270263100|10000004271194100|10000004271257900|10000004272294500|10000004272624500|10000004272954500|10000004273592100,krogeroriontwpmi,1.33,1.06,23.73,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396791799100|10008396794595200|10008396852184200|10008396867915200|10008396890620300|10008396908107700|10008396911513200,purchaseauthorizedonmcdonaldsmocaryncscard,1.49,2.54,1.02,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,avalonalpharettagacard,0,NA,0,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268315300|10000004268138100|10000004268900700|10000004268950200|10000004268950200|10000004269222300|10000004270776600|10000004269597000|10000004270137800|10000004270263200|10000004270372500|10000004271998400|10000004270927500|10000004271510400|10000004271594800|10000004273120100|10000004271676200|10000004272402700|10000004272958300|10000004273120200|10000004273169500|10000004273595400,paytrustbillcepp,0.8,0.76,0.02,Other Bills,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396832643900|10008396561969300|10008396573035600|10008396583832900|10008396618076200,walmartsanclementeca,2.97,20.52,20.41,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,sweettomatoesqatlantaga,4.29,NA,1.01,Restaurants/Dining,FALSE,FALSE,0
1.61E+18,-2.34E+18,-2336738853253700000|-2336738853182860000,dolrtreecoopercity,7,86.37,0.24,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+18,1.00E+18,checkcardaplitunescombca,1.14,NA,0.03,Entertainment,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,theoriginalpancakehmorelessdallasteatingplacesandrestaurants,0,NA,0,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,posshawsaustinstnewtonmacard,0,NA,0,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812265515500|10002812261217100|10002812262141600|10002812271145700,aplitunescombillca,0.96,3.72,0.16,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396813012300|10008396813012200|10008396899811700|10008396899811700,poswithdrawalnycbigybigyoldsaybrookct,2.96,3.31,6.16,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269874300|10000004270776600|10000004271998400|10000004271258800|10000004272721000|10000004273938200,ascmortgpymt,2.9,5.11,0,Mortgages,FALSE,FALSE,1
9.71E+17,-8.74E+18,-8736738853255550000|-8736738853210770000,mcdonaldsflynwoodcausa,5.5,20.66,3,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,fromsharerefgvsollowbalancetransferreimburse,0,NA,0,Other Income,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,neimanmarcustroymi,0,NA,239.69,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonoomcorporationsanfranciscocascard,3.29,NA,104.87,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+18,1000137222867230000|1000137222789520000|1000137222865750000|1000137222907780000,pospurchuspstallenuspsus,0,0,0,Postage and Shipping,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396597469100|10008396601491300,circlekphoeniazusa,6.93,80.83,14.9,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,sqfidopersonaldogtferndalemi,3.43,NA,531.24,Telephone Services,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812264407900|10002812269182800,britishapparelcalzelmsford,1.29,0.04,11.93,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396582794900|10008396600731100,wmsupercenterplanotusa,1.07,2.3,45.71,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004267852000|10000004267852000|10000004267852000,uspsbirminghammi,0,0,15.53,Postage and Shipping,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,pospurchaserosascafelakewortht,0,NA,44.81,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396856130700|10008396874157300|10008396856129000|10008396857592600|10008396874157300|10008396858624600|10008396858917200|10008396874157300|10008396859435600|10008396906785900|10008396906566300,fromloan,0.36,1.05,64.34,Loans,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396769802700|10008396819543100|10008396874884200|10008396925448600,googlemusicgooglecomchca,4.21,0.12,0,Online Services,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812365768400|10002812376486900|10002812383613000|10002812395409500|10002812403841300|10002812413716800|10002812416038300|10002812422152700|10002812427311100|10002812430964700|10002812432353900|10002812433324800,webauthorizedpmtmerrickbankcor,1.38,0.67,96.38,Other Expenses,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,onlinebankingtransferconfeguyicmsandra,0,NA,0,Transfers,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331834845190000|4866331835048450000|4866331835330720000|4866331835496310000,expresssendtransactionwfbancoatlantidahnlfrateusdamttocashpickupgloriaisabelruiz,4.75,1.04,4.06,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268794600|10000004268897900,whalersgenerapurchasewhalersgeneralkoloahi,0.29,0.04,1.77,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,thelodgedesperesdesperesmousa,5.29,NA,0.67,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,recurringpaymentauthorizedonwoodburycleanersmnscard,4.29,NA,2.96,Home Maintenance,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812359085300|10002812363504000|10002812367459200,achelectroniccreditjannysdoluidduidd,0.95,0.05,0,Other Income,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedoncafeborronemenloparkcascard,7,NA,0.01,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,schnuckssaintlouismousa,11.29,NA,10.54,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396483085300|10008396612436400,sqshelleysmith,9,102.04,21.25,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396695890500|10008396695890500|10008396695890500|10008396768062500|10008396783007700|10008396789659500|10008396830377500,pointofsaledebiteonmobilmadisonga,1.67,5.18,0.2,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396810125300|10008396871921900|10008396872797700,preauthorizationdoctorsepresspending,1.67,8.33,0,Healthcare/Medical,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,poswdearthtonesgreeneryincmidlothiantcard,0.43,NA,10.03,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396467320000|10008396473306500|10008396536090900,dunkinqwestbrookct,2.95,18.05,0.82,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269597000|10000004270503100|10000004270860600,greekislandsconeyrebirmingtonmi,2.9,3.72,3.67,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396884727100|10008396896101500,postransactionsafewaystorekirklandwaus,8.29,114.65,20.83,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,checkcardpurchasemainstreetbilliardsgainesvillefl,2.43,NA,3.15,Hobbies,FALSE,TRUE,0
1.00E+15,1.00E+16,10008396727394200|10008396751408900|10008396777164100|10008396801989100|10008396826673600|10008396852331000|10008396877322600|10008396900342200|10008396922484600,goldsgymvenicedesclubfeesidindncoid,2,0,0,Personal Care,FALSE,TRUE,1
1.00E+15,1.00E+16,10008396586980600|10008396587623600,rossstores,3.5,20.66,2.58,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396515791000|10008396587648600,ncsfdolcegustousacoffeeprod,7.29,5.88,0,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396837366200|10008396837370700|10008396901320300,checkcardstarbuckssanjosanjoseca,2.33,6.33,0.81,Restaurants/Dining,FALSE,TRUE,0
1.00E+15,1.00E+16,10000004269222100|10000004270502900|10000004271894800|10000004273343800,lifetimemoduesppdid,4.25,0.03,0,Dues and Subscriptions,FALSE,TRUE,1
1.00E+15,1.00E+16,10000004268348100|10000004268428900|10000004270618400|10000004270667100|10000004270860300|10000004270860300|10000004271194100|10000004273401300|10000004273785900,targetttargetrochesterhilmi,2.1,7.81,25.05,General Merchandise,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331834651480000|4866331834649680000|4866331834653860000|4866331834649410000|4866331835265140000|4866331835265540000|4866331835266450000|4866331835268070000|4866331835267620000,paybillsepress,1.62,23.59,0,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,thechildrensplacesecaucusnj,0.29,NA,0.15,Child/Dependent Expenses,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,paypalinstfereharmonywebidpaypalsi,4.29,NA,0,Online Services,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,usbankwithdrwlnorthmichigachicagoil,0,NA,56.38,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonticketsmtviewccascard,2.57,NA,0.15,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,posmcdonaldsfneedhamstreetcorrectcitymacard,0,NA,0,Restaurants/Dining,FALSE,FALSE,0
9.71E+17,-8.74E+18,-8736738853196840000|-8736738853194630000,sunpassacck,1.5,2.3,0,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,riteaidstoreqmorelesssanclementecadrugstoresandpharmacies,0,NA,0,Healthcare/Medical,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812411536500|10002812420895700,debitpurchasevisastinkereagleid,4.21,9.81,0.7,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269874100|10000004271193900|10000004272720900|10000004273938000,transferfromchk,4.36,0.12,0,Transfers,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396851649800|10008396851649800|10008396861510500|10008396877077800|10008396877077800|10008396889336600|10008396906338600|10008396906338600|10008396913669600|10008396925376200,remoteonlinedeposit,0.6,0.28,114.72,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004272859800|10000004272859800|10000004272859800|10000004272859800|10000004273120200|10000004273120200|10000004273120200|10000004273401200|10000004273401200|10000004273401200|10000004273401200|10000004273717500|10000004273938100|10000004273938100|10000004273938100|10000004273938100|10000004273938100,tstmediaincnginregsummeryouthcamp,0.24,0.19,419.38,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396711811900|10008396551150800|10008396557873200,dominospizza,3.71,22.61,0.11,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonsqbrendathebraidpleasantoncascard,0,NA,0,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812354560400|10002812358967200|10002812363209500|10002812364754100|10002812365527100|10002812371029800|10002812373404200|10002812374617800|10002812377869400|10002812379660500|10002812380058600|10002812383087800|10002812389962500|10002812392190500|10002812392542800|10002812393821600|10002812397460600|10002812402592300|10002812402780200|10002812403403700|10002812404090200|10002812409976400|10002812410083400|10002812411705300|10002812412209900|10002812416037800|10002812422651900|10002812422995200|10002812424964400|10002812425302300|10002812428439000|10002812428439000|10002812430975900|10002812432574400|10002812434319800|10002812434850800|10002812443152100|10002812443990100,schwabbrokeragemoneylink,0.52,0.22,179.22,Securities Trades,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331834782430000|4866331834866150000|4866331835041030000|4866331835219820000|4866331835466320000,draftwithdrawalachaamwebwellsfargocardccpymt,3.49,4.18,42.86,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396737805300|10008396799937200|10008396799499000,starbucksnewtonewtonmacard,2.19,6.07,1.26,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004272531400|10000004271318300|10000004271509700,purchaseauthorizedonparkbyspaceparkinredwoodcitycascard,3.24,25.03,0,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,hollisteroh,0.71,NA,28.33,Uncategorized,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331834782430000|4866331834782430000|4866331834782430000|4866331834852920000|4866331834852920000|4866331834937270000|4866331834937270000|4866331835025870000|4866331835025870000|4866331835025870000|4866331835110040000|4866331835110040000|4866331835199120000|4866331835199120000|4866331835292240000|4866331835292240000|4866331835382070000|4866331835382070000|4866331835472430000|4866331835472430000,draftdepositachabsrsiemensenergyedipaymts,0.9,1.04,1033.09,Deposits,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,wayfairwayfairwayfaircommawayfairwayfair,4.57,NA,403.51,Home Improvement,FALSE,FALSE,0
1.00E+15,1.00E+18,1.00E+18,checkcardcityofandersonin,3.86,NA,0.3,Uncategorized,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,cnscentralpupurchasewinardtucsonaz,0,NA,0,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396892993000|10008396892991900|10008396892991900,capitalonemobilepmt,0.43,0.27,8.18,Credit Card Payments,FALSE,FALSE,0
9.71E+17,-8.74E+18,-8.74E+18,timewarnercabletwcablecablesvcs,2.86,NA,0.34,Cable/Satellite Services,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396510154200|10008396549403500,turkeyhillqlancasterpausa,3.86,2.61,12.95,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396741253200|10008396788729200|10008396848265600|10008396900738700,jtrustfaca,4.36,0.12,0,Online Services,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,theflatironchicago,0,NA,0.36,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396810564400|10008396810564400|10008396838242600|10008396919074800,paidposnsffee,3.07,7.38,0,Service Charges/Fees,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396720142600|10008396733970300|10008396759782800|10008396784803700|10008396784803700|10008396809180200|10008396832492800|10008396856452600|10008396883340600|10008396908084400,rrdonnelleyfindirdepehalei,1.8,0.4,208.19,Business Miscellaneous,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,tacomayoalvaok,1.43,NA,0.24,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812228194300|10002812228194300|10002812230750100,capitalonemobilepymtauthdatefeb,0.48,0.17,42.64,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396469663600|10008396464123100|10008396585270800,shelloilqpsmorelessorlandoflautomatedfueldispenser,1.81,2.48,11.49,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812261217100|10002812262141000|10002812259606400,cottononecommercetononcomca,0,0,0,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396719252100|10008396727487400|10008396729547300|10008396734316700|10008396737854600|10008396744936500|10008396765622400|10008396771594300|10008396788729200|10008396791780000|10008396912146700,mamajennysplanot,1.55,7.9,2.02,Restaurants/Dining,FALSE,FALSE,0
9.71E+17,-8.74E+18,-8.74E+18,targetthawthornediscountstore,0,NA,49.41,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268037300|10000004268645400|10000004269874200|10000004270135800|10000004270860400|10000004270927300|10000004272294500|10000004272859600,vuducomca,1.93,2.03,3.1,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedongapusanewyorknypcard,0,NA,17.33,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,atmtcfroyaloak,0,NA,46.25,ATM/Cash Withdrawals,FALSE,FALSE,0
9.71E+17,4.87E+18,4.87E+18,sharewithdrawalachawebtdameritradeachin,3.14,NA,0,Securities Trades,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,costcowhseshelbytownsmipurchase,18,NA,9.35,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396785463300|10008396785463300|10008396785323800|10008396871921900,preauthorizationfandangocompending,1.75,12.25,2.25,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004273717100|10000004274013100,checkdepositdeposit,1.29,0.16,270.61,Checks,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812384145400|10002812407850700,checkcardraisingcanesaddisont,3.86,3.31,0.66,Restaurants/Dining,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,electronicpurchasepublisummerlinrdftmyersflus,0,NA,0,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812215336000|10002812216264300|10002812235481600|10002812235481600|10002812240696000|10002812240696000|10002812243149400|10002812263378900|10002812269401400,capitalonemobilepymtauthdatejan,2.14,5.84,64.34,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10000004269385900|10000004270568000|10000004273120100|10000004271998600|10000004273449900,pncmcvisap,3.34,3.59,0,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10002812243239100|10002812250761200,iammedicalbillingtx,0,0,0,Other Bills,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,billpaymentwithdrawalcitibankcard,4.29,NA,0,Other Bills,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396711402500|10008396712762600|10008396794212200|10008396841119400|10008396861320800,cvsbgranvilleoh,2.6,7.32,1.87,Healthcare/Medical,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269952400|10000004271268900|10000004272728200|10000004273942100,pennmutuallifeinspayment,4.25,0.09,0,Insurance,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,checkcardpurchaserepliconincsanmateoca,6,NA,0,Cable/Satellite Services,FALSE,TRUE,0
1.00E+15,1.00E+16,10008396905416000|10008396912219400|10008396925376200|10008396925375100,forestlaneslakeforestca,0.43,0.26,0.74,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269040100|10000004269222100,takesushiincrochesterhilmi,1.5,1.72,15.1,Restaurants/Dining,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331834782450000|4866331835130820000,elevennorthmillsaorlandoflmcc,4.5,28.66,4.08,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,techchecks,9.43,NA,18.61,Checks,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,benefitmontanaave,7.29,NA,0.53,Uncategorized,FALSE,TRUE,0
1.00E+15,1.00E+16,10000004270042100|10000004270135700,usconnectallstarserporthuronmi,2.71,10.45,0.04,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,googleplaygooglecomchca,0,NA,0.01,Online Services,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004271417100|10000004272126200,madisonveterinaryhmadisonheighmi,3,2,11.19,Pets/Pet Care,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269874200|10000004269874100|10000004269874200,jimmyjohnslivoniami,0.86,2.2,2.33,Restaurants/Dining,FALSE,FALSE,0
